iter	Passed	Remaining
399	10700	16050
400	10726	16023
401	10751	15993
402	10773	15960
403	10797	15928
404	10820	15896
405	10848	15871
406	10873	15842
407	10897	15811
408	10923	15784
409	10947	15753
410	10972	15725
411	10997	15694
412	11022	15666
413	11044	15632
414	11069	15603
415	11091	15570
416	11112	15536
417	11134	15503
418	11160	15475
419	11182	15442
420	11210	15417
421	11239	15394
422	11264	15365
423	11288	15335
424	11312	15304
425	11334	15272
426	11358	15242
427	11383	15213
428	11406	15181
429	11434	15157
430	11460	15129
431	11481	15096
432	11503	15062
433	11525	15030
434	11548	14999
435	11572	14970
436	11599	14943
437	11623	14913
438	11646	14883
439	11672	14856
440	11696	14826
441	11721	14797
442	11745	14768
443	11770	14739
444	11795	14711
445	11821	14684
446	11847	14656
447	11870	14626
448	11895	14598
449	11918	14567
450	11943	14538
451	11974	14517
452	11998	14488
453	12023	14460
454	12054	14439
455	12085	14417
456	12112	14391
457	12140	14367
458	12168	14342
459	12197	14318
460	12226	14294
461	12253	14269
462	12282	14245
463	12307	14216
464	12334	14191
465	12361	14165
466	12385	14136
467	12412	14109
468	12437	14082
469	12468	14060
470	12503	14043
471	12536	14023
472	12570	14005
473	12604	13987
474	12640	13971
475	12679	13957
476	12710	13936
477	12740	13913
478	12769	13889
479	12796	13863
480	12822	13835
481	12848	13808
482	12876	13782
483	12903	13756
484	12929	13729
485	12956	13702
486	12980	13673
487	13009	13648
488	13043	13630
489	13073	13607
490	13103	13583
491	13131	13558
492	13158	13532
493	13184	13504
494	13209	13476
495	13236	13449
496	13261	13421
497	13286	13393
498	13312	13365
499	13360	13360
500	13389	13336
501	13416	13309
502	13441	13281
503	13467	13254
504	13491	13224
505	13516	13195
506	13542	13168
507	13595	13167
508	13621	13139
509	13649	13114
510	13677	13088
511	13704	13062
512	13729	13033
513	13755	13006
514	13781	12978
515	13808	12951
516	13831	12922
517	13858	12895
518	13882	12866
519	13909	12839
520	13931	12808
521	13961	12784
522	13983	12753
523	14009	12726
524	14033	12697
525	14060	12670
526	14085	12641
527	14122	12624
528	14145	12594
529	14171	12566
530	14198	12540
531	14227	12515
532	14251	12486
533	14384	12552
534	14415	12529
535	14445	12504
536	14475	12480
537	14501	12453
538	14526	12424
539	14552	12396
540	14576	12367
541	14602	12339
542	14625	12309
543	14653	12283
544	14680	12255
545	14720	12240
546	14760	12223
547	14797	12205
548	14830	12182
549	14863	12161
550	14901	12143
551	14942	12127
552	14979	12108
553	15012	12086
554	15049	12066
555	15082	12043
556	15112	12019
557	15146	11997
558	15181	11976
559	15214	11954
560	15252	11935
561	15284	11912
562	15338	11905
563	15368	11880
564	15401	11857
565	15439	11838
566	15471	11815
567	15504	11792
568	15576	11798
569	15699	11843
570	15772	11850
571	15822	11838
572	15879	11833
573	15935	11826
574	15990	11819
575	16044	11810
576	16081	11789
577	16122	11770
578	16156	11747
579	16196	11728
580	16237	11709
581	16276	11690
582	16322	11675
583	16366	11658
584	16403	11636
585	16438	11613
586	16474	11591
587	16508	11567
588	16544	11544
589	16585	11525
590	16618	11501
591	16653	11477
592	16725	11479
593	16882	11539
594	16981	11559
595	17023	11539
596	17060	11516
597	17106	11499
598	17143	11476
599	17178	11452
600	17212	11427
601	17245	11401
602	17300	11390
603	17341	11369
604	17374	11343
605	17415	11323
606	17453	11300
607	17491	11277
608	17530	11255
609	17570	11233
610	17606	11209
611	17642	11185
612	17680	11161
613	17719	11139
614	17753	11113
615	17795	11093
616	17839	11074
617	17890	11058
618	17974	11063
619	18014	11041
620	18055	11019
621	18093	10995
622	18131	10972
623	18177	10953
624	18214	10928
625	18251	10904
626	18288	10880
627	18323	10854
628	18360	10829
629	18395	10803
630	18437	10781
631	18471	10755
632	18510	10732
633	18546	10706
634	18575	10677
635	18609	10650
636	18642	10623
637	18681	10600
638	18716	10573
639	18752	10548
640	18794	10525
641	18834	10502
642	18874	10479
643	18938	10469
644	18980	10446
645	19007	10415
646	19033	10384
647	19063	10355
648	19090	10324
649	19120	10295
650	19151	10266
651	19177	10235
652	19202	10204
653	19231	10174
654	19259	10144
655	19286	10113
656	19316	10084
657	19342	10053
658	19370	10023
659	19401	9994
660	19429	9964
661	19456	9933
662	19481	9902
663	19509	9872
664	19537	9842
665	19566	9812
666	19591	9781
667	19620	9751
668	19649	9722
669	19670	9688
670	19697	9657
671	19724	9627
672	19753	9597
673	19783	9569
674	19811	9539
675	19840	9509
676	19870	9480
677	19901	9451
678	19930	9422
679	19957	9391
680	19986	9362
681	20011	9331
682	20036	9299
683	20067	9271
684	20095	9241
685	20124	9211
686	20157	9183
687	20185	9154
688	20212	9123
689	20241	9093
690	20271	9064
691	20297	9034
692	20325	9004
693	20353	8974
694	20381	8944
695	20414	8916
696	20442	8886
697	20468	8855
698	20492	8824
699	20516	8792
700	20545	8763
701	20569	8731
702	20595	8701
703	20628	8673
704	20655	8643
705	20682	8612
706	20705	8580
707	20732	8550
708	20762	8521
709	20790	8491
710	20818	8462
711	20846	8432
712	20876	8403
713	20906	8374
714	20933	8344
715	20959	8313
716	20990	8284
717	21019	8255
718	21046	8225
719	21075	8195
720	21102	8165
721	21132	8137
722	21162	8107
723	21186	8076
724	21215	8047
725	21241	8016
726	21269	7987
727	21297	7957
728	21326	7927
729	21353	7897
730	21387	7870
731	21416	7840
732	21446	7812
733	21476	7782
734	21499	7751
735	21529	7722
736	21561	7694
737	21590	7665
738	21624	7637
739	21650	7606
740	21680	7577
741	21709	7548
742	21738	7519
743	21767	7489
744	21796	7460
745	21829	7432
746	21856	7402
747	21890	7374
748	21917	7344
749	21947	7315
750	21975	7286
751	22004	7256
752	22032	7227
753	22063	7198
754	22093	7169
755	22120	7139
756	22153	7111
757	22183	7082
758	22210	7052
759	22239	7022
760	22268	6993
761	22295	6963
762	22324	6934
763	22348	6903
764	22381	6875
765	22405	6844
766	22431	6814
767	22458	6784
768	22483	6753
769	22511	6724
770	22540	6694
771	22568	6665
772	22595	6635
773	22626	6606
774	22654	6577
775	22682	6547
776	22708	6517
777	22735	6487
778	22765	6458
779	22794	6429
780	22825	6400
781	22853	6370
782	22883	6342
783	22910	6312
784	22936	6281
785	22962	6251
786	22990	6222
787	23019	6193
788	23050	6164
789	23078	6134
790	23112	6106
791	23142	6077
792	23169	6048
793	23198	6018
794	23226	5989
795	23253	5959
796	23284	5930
797	23312	5901
798	23339	5871
799	23372	5843
800	23398	5813
801	23424	5783
802	23453	5753
803	23478	5723
804	23508	5694
805	23540	5666
806	23565	5635
807	23590	5605
808	23621	5576
809	23648	5547
810	23675	5517
811	23700	5487
812	23728	5457
813	23755	5428
814	23782	5398
815	23811	5369
816	23837	5339
817	23870	5311
818	23897	5281
819	23927	5252
820	23954	5222
821	23982	5193
822	24011	5164
823	24039	5134
824	24068	5105
825	24093	5075
826	24126	5046
827	24154	5017
828	24182	4988
829	24212	4959
830	24240	4929
831	24269	4900
832	24299	4871
833	24325	4841
834	24354	4812
835	24382	4783
836	24406	4753
837	24433	4723
838	24459	4693
839	24488	4664
840	24515	4634
841	24542	4605
842	24572	4576
843	24601	4547
844	24628	4517
845	24655	4488
846	24682	4458
847	24711	4429
848	24738	4399
849	24766	4370
850	24794	4341
851	24821	4311
852	24852	4282
853	24882	4253
854	24911	4224
855	24940	4195
856	24967	4166
857	24993	4136
858	25022	4107
859	25049	4077
860	25076	4048
861	25107	4019
862	25138	3990
863	25166	3961
864	25194	3932
865	25220	3902
866	25249	3873
867	25274	3843
868	25300	3814
869	25328	3784
870	25361	3756
871	25391	3727
872	25420	3698
873	25447	3668
874	25471	3638
875	25498	3609
876	25526	3580
877	25552	3550
878	25577	3520
879	25606	3491
880	25637	3462
881	25663	3433
882	25687	3403
883	25714	3374
884	25743	3345
885	25770	3315
886	25798	3286
887	25824	3257
888	25858	3228
889	25884	3199
890	25909	3169
891	25935	3140
892	25961	3110
893	25987	3081
894	26012	3051
895	26039	3022
896	26066	2993
897	26094	2963
898	26122	2934
899	26146	2905
900	26172	2875
901	26197	2846
902	26226	2817
903	26253	2787
904	26277	2758
905	26303	2729
906	26334	2700
907	26361	2670
908	26386	2641
909	26411	2612
910	26436	2582
911	26465	2553
912	26490	2524
913	26519	2495
914	26547	2466
915	26572	2436
916	26601	2407
917	26629	2378
918	26657	2349
919	26682	2320
920	26711	2291
921	26736	2261
922	26761	2232
923	26788	2203
924	26817	2174
925	26846	2145
926	26874	2116
927	26904	2087
928	26931	2058
929	26959	2029
930	26984	1999
931	27013	1970
932	27037	1941
933	27068	1912
934	27105	1884
935	27137	1855
936	27166	1826
937	27198	1797
938	27230	1768
939	27259	1739
940	27289	1711
941	27325	1682
942	27357	1653
943	27385	1624
944	27416	1595
945	27442	1566
946	27472	1537
947	27504	1508
948	27535	1479
949	27569	1451
950	27602	1422
951	27632	1393
952	27661	1364
953	27690	1335
954	27721	1306
955	27753	1277
956	27785	1248
957	27810	1219
958	27838	1190
959	27866	1161
960	27891	1131
961	27919	1102
962	27949	1073
963	27975	1044
964	28002	1015
965	28029	986
966	28057	957
967	28086	928
968	28113	899
969	28140	870
970	28164	841
971	28189	812
972	28216	782
973	28243	753
974	28267	724
975	28292	695
976	28317	666
977	28345	637
978	28372	608
979	28395	579
980	28421	550
981	28446	521
982	28472	492
983	28499	463
984	28527	434
985	28552	405
986	28581	376
987	28608	347
988	28636	318
989	28661	289
990	28689	260
991	28713	231
992	28738	202
993	28762	173
994	28790	144
995	28818	115
996	28844	86
997	28870	57
998	28897	28
999	28925	0
